date,label,Differential_pressure,Flow_rate,Dust_feed,RUL
1970-01-01 00:00:04.700000000,1,6.600839,56.1997430359926,236.428943198285,54.3
1970-01-01 00:00:04.800000000,1,7.866754,56.1401433743428,236.428943198285,54.2
1970-01-01 00:00:04.900000000,1,7.866754,56.2991026702552,236.428943198285,54.1
1970-01-01 00:00:05.000000000,1,7.866754,56.4978085063574,236.428943198285,54.0
1970-01-01 00:00:05.100000000,1,7.776331,56.1401433743428,236.428943198285,53.9
1970-01-01 00:00:05.200000000,1,7.776331,55.842077903978,236.428943198285,53.8
1970-01-01 00:00:05.300000000,1,7.776331,56.4878819456273,236.428943198285,53.7
1970-01-01 00:00:05.400000000,1,5.87746,56.1202633880364,236.428943198285,53.6
1970-01-01 00:00:05.500000000,1,5.967882,56.3984488720947,236.428943198285,53.5
1970-01-01 00:00:05.600000000,1,5.967882,56.3686557574814,236.428943198285,53.4
1970-01-01 00:00:05.700000000,1,5.967882,56.1600099282261,236.428943198285,53.3
1970-01-01 00:00:05.800000000,1,5.967882,56.2991026702552,236.428943198285,53.2
1970-01-01 00:00:05.900000000,1,7.866754,56.2394895761823,236.428943198285,53.1
1970-01-01 00:00:06.000000000,1,6.600839,56.8256805237586,236.428943198285,53.0
1970-01-01 00:00:06.100000000,1,5.967882,56.0904568409999,236.428943198285,52.9
1970-01-01 00:00:06.200000000,1,6.600839,55.9811706460072,236.428943198285,52.8
1970-01-01 00:00:06.300000000,1,5.967882,56.1699364889561,236.428943198285,52.7
1970-01-01 00:00:06.400000000,1,5.967882,55.901690998051,236.428943198285,52.6
1970-01-01 00:00:06.500000000,1,6.600839,56.0308437469269,236.428943198285,52.5
1970-01-01 00:00:06.600000000,1,4.701968,55.7228517158321,236.428943198285,52.4
1970-01-01 00:00:06.700000000,1,5.967882,56.1997430359926,236.428943198285,52.3
1970-01-01 00:00:06.800000000,1,6.600839,56.4183288584011,236.428943198285,52.2
1970-01-01 00:00:06.900000000,1,6.058305,56.5077484995106,236.428943198285,52.1
1970-01-01 00:00:07.000000000,1,5.425347,56.219623022299,236.428943198285,52.0
1970-01-01 00:00:07.100000000,1,4.701968,56.2692961232188,236.428943198285,51.9
1970-01-01 00:00:07.200000000,1,5.967882,56.666707795423,236.428943198285,51.8
1970-01-01 00:00:07.300000000,1,5.967882,55.8222113500948,236.428943198285,51.7
1970-01-01 00:00:07.400000000,1,4.611545,55.9314975450875,236.428943198285,51.6
1970-01-01 00:00:07.500000000,1,2.803096,56.219623022299,236.428943198285,51.5
1970-01-01 00:00:07.600000000,1,2.803096,56.0507237332334,236.428943198285,51.4
1970-01-01 00:00:07.700000000,1,13.47295,56.0209171861969,236.428943198285,51.3
1970-01-01 00:00:07.800000000,1,9.675202,56.0606502939634,236.428943198285,51.2
1970-01-01 00:00:07.900000000,1,7.866754,56.1798764821093,236.428943198285,51.1
1970-01-01 00:00:08.000000000,1,7.866754,55.8321379108248,236.428943198285,51.0
1970-01-01 00:00:08.100000000,1,8.499711,56.2593561300655,236.428943198285,50.9
1970-01-01 00:00:08.199999999,1,7.776331,56.1997430359926,236.428943198285,50.8
1970-01-01 00:00:08.300000000,1,5.967882,56.4580753985908,236.428943198285,50.7
1970-01-01 00:00:08.400000000,1,4.701968,56.3984488720947,236.428943198285,50.6
1970-01-01 00:00:08.500000000,1,8.499711,56.2692961232188,236.428943198285,50.5
1970-01-01 00:00:08.600000000,1,7.866754,56.1600099282261,236.428943198285,50.4
1970-01-01 00:00:08.700000000,1,11.57407,56.4282554191312,236.428943198285,50.3
1970-01-01 00:00:08.800000000,1,9.765625,56.3388492104449,236.428943198285,50.2
1970-01-01 00:00:08.900000000,1,14.73886,56.219623022299,236.428943198285,50.1
1970-01-01 00:00:09.000000000,1,14.73886,56.3388492104449,236.428943198285,50.0
1970-01-01 00:00:09.100000000,1,8.499711,56.59716814062,236.428943198285,49.9
1970-01-01 00:00:09.200000000,1,5.967882,56.4779419524741,236.428943198285,49.8
1970-01-01 00:00:09.300000000,1,7.866754,56.5077484995106,236.428943198285,49.7
1970-01-01 00:00:09.400000000,1,7.866754,56.3686557574814,236.428943198285,49.6
1970-01-01 00:00:09.500000000,1,7.866754,56.2991026702552,236.428943198285,49.5
1970-01-01 00:00:09.600000000,1,6.600839,56.3686557574814,236.428943198285,49.4
1970-01-01 00:00:09.700000000,1,7.866754,56.4878819456273,236.428943198285,49.3
1970-01-01 00:00:09.800000000,1,8.318866,56.2494295693355,236.428943198285,49.2
1970-01-01 00:00:09.900000000,1,8.499711,56.0109771930437,236.428943198285,49.1
1970-01-01 00:00:10.000000000,1,8.590133,56.0209171861969,236.428943198285,49.0
1970-01-01 00:00:10.100000000,1,13.47295,56.4680019593209,236.428943198285,48.9
1970-01-01 00:00:10.200000000,1,16.00477,56.3885223113647,236.428943198285,48.8
1970-01-01 00:00:10.300000000,1,11.57407,56.1500699350728,236.428943198285,48.7
1970-01-01 00:00:10.400000000,1,11.57407,56.4381954122844,236.428943198285,48.6
1970-01-01 00:00:10.500000000,1,10.94112,56.7660674296856,236.428943198285,48.5
1970-01-01 00:00:10.600000000,1,10.94112,56.5872281474668,236.428943198285,48.4
1970-01-01 00:00:10.700000000,1,9.675202,56.3388492104449,236.428943198285,48.3
1970-01-01 00:00:10.800000000,1,6.510417,56.1699364889561,236.428943198285,48.2
1970-01-01 00:00:10.900000000,1,6.600839,55.971230652854,236.428943198285,48.1
1970-01-01 00:00:11.000000000,1,9.765625,56.5474816072771,236.428943198285,48.0
1970-01-01 00:00:11.100000000,1,7.776331,56.3785823182115,236.428943198285,47.9
1970-01-01 00:00:11.200000000,1,7.866754,56.1997430359926,236.428943198285,47.8
1970-01-01 00:00:11.300000000,1,7.866754,56.1401433743428,236.428943198285,47.7
1970-01-01 00:00:11.400000000,1,7.866754,56.0308437469269,236.428943198285,47.6
1970-01-01 00:00:11.500000000,1,7.866754,55.8023313637883,236.428943198285,47.5
1970-01-01 00:00:11.600000000,1,8.499711,56.279236116372,236.428943198285,47.4
1970-01-01 00:00:11.700000000,1,8.499711,55.8619444578613,236.428943198285,47.3
1970-01-01 00:00:11.800000000,1,8.499711,56.4680019593209,236.428943198285,47.2
1970-01-01 00:00:11.900000000,1,5.967882,56.0904568409999,236.428943198285,47.1
1970-01-01 00:00:12.000000000,1,2.803096,56.4381954122844,236.428943198285,47.0
1970-01-01 00:00:12.100000000,1,2.803096,56.1500699350728,236.428943198285,46.9
1970-01-01 00:00:12.200000000,1,4.701968,56.219623022299,236.428943198285,46.8
1970-01-01 00:00:12.300000000,1,4.701968,56.3686557574814,236.428943198285,46.7
1970-01-01 00:00:12.400000000,1,3.888165,56.656781234693,236.428943198285,46.6
1970-01-01 00:00:12.500000000,1,2.712674,55.842077903978,236.428943198285,46.5
1970-01-01 00:00:12.600000000,1,0.0,56.2394895761823,236.428943198285,46.4
1970-01-01 00:00:12.700000000,1,5.967882,56.1898164752626,236.428943198285,46.3
1970-01-01 00:00:12.800000000,1,6.148726,56.2494295693355,236.428943198285,46.2
1970-01-01 00:00:12.900000000,1,6.148726,56.7759939904157,236.428943198285,46.1
1970-01-01 00:00:13.000000000,1,11.57407,56.0010371998905,236.428943198285,46.0
1970-01-01 00:00:13.100000000,1,10.94112,55.9811706460072,236.428943198285,45.9
1970-01-01 00:00:13.200000000,1,13.47295,56.3090426634085,236.428943198285,45.8
1970-01-01 00:00:13.300000000,1,12.83999,56.3686557574814,236.428943198285,45.7
1970-01-01 00:00:13.400000000,1,9.765625,56.5673615935835,236.428943198285,45.6
1970-01-01 00:00:13.500000000,1,9.675202,56.4282554191312,236.428943198285,45.5
1970-01-01 00:00:13.600000000,1,10.94112,56.1302033811896,236.428943198285,45.4
1970-01-01 00:00:13.700000000,1,11.57407,56.4083888652479,236.428943198285,45.3
1970-01-01 00:00:13.800000000,1,9.765625,56.4083888652479,236.428943198285,45.2
1970-01-01 00:00:13.900000000,1,8.409288,56.4481354054376,236.428943198285,45.1
1970-01-01 00:00:14.000000000,1,7.866754,56.0805302802699,236.428943198285,45.0
1970-01-01 00:00:14.100000000,1,11.03154,56.4580753985908,236.428943198285,44.9
1970-01-01 00:00:14.200000000,1,12.83999,56.8157405306054,236.428943198285,44.8
1970-01-01 00:00:14.300000000,1,14.73886,56.0904568409999,236.428943198285,44.7
1970-01-01 00:00:14.400000000,1,16.63773,56.4282554191312,236.428943198285,44.6
1970-01-01 00:00:14.500000000,1,18.5366,56.60709470135,236.428943198285,44.5
1970-01-01 00:00:14.600000000,1,17.90365,56.2394895761823,236.428943198285,44.4
1970-01-01 00:00:14.700000000,1,14.73886,56.1401433743428,236.428943198285,44.3
1970-01-01 00:00:14.800000000,1,14.73886,56.1997430359926,236.428943198285,44.2
1970-01-01 00:00:14.900000000,1,15.19097,55.7228517158321,236.428943198285,44.1
1970-01-01 00:00:15.000000000,1,16.00477,56.0606502939634,236.428943198285,44.0
1970-01-01 00:00:15.100000000,1,14.73886,56.3885223113647,236.428943198285,43.9
1970-01-01 00:00:15.200000000,1,14.73886,56.5474816072771,236.428943198285,43.8
1970-01-01 00:00:15.300000000,1,12.83999,56.5276150533938,236.428943198285,43.7
1970-01-01 00:00:15.400000000,1,16.00477,56.2692961232188,236.428943198285,43.6
1970-01-01 00:00:15.500000000,1,17.90365,56.4779419524741,236.428943198285,43.5
1970-01-01 00:00:15.600000000,1,18.5366,56.4481354054376,236.428943198285,43.4
1970-01-01 00:00:15.700000000,1,17.90365,56.3885223113647,236.428943198285,43.3
1970-01-01 00:00:15.800000000,1,17.90365,56.0407837400802,236.428943198285,43.2
1970-01-01 00:00:15.900000000,1,18.5366,56.5673615935835,236.428943198285,43.1
1970-01-01 00:00:16.000000000,1,16.00477,56.4878819456273,236.428943198285,43.0
1970-01-01 00:00:16.100000000,1,13.47295,56.1997430359926,236.428943198285,42.9
1970-01-01 00:00:16.200000000,1,16.63773,56.5176750602406,236.428943198285,42.8
1970-01-01 00:00:16.300000000,1,17.90365,56.3885223113647,236.428943198285,42.7
1970-01-01 00:00:16.399999999,1,12.83999,56.6468412415398,236.428943198285,42.6
1970-01-01 00:00:16.500000000,1,12.83999,56.5276150533938,236.428943198285,42.5
1970-01-01 00:00:16.600000000,1,9.765625,56.2692961232188,236.428943198285,42.4
1970-01-01 00:00:16.700000000,1,14.73886,56.5077484995106,236.428943198285,42.3
1970-01-01 00:00:16.800000000,1,16.63773,56.348775771175,236.428943198285,42.2
1970-01-01 00:00:16.899999999,1,16.63773,56.0308437469269,236.428943198285,42.1
1970-01-01 00:00:17.000000000,1,19.71209,56.3189692241385,236.428943198285,42.0
1970-01-01 00:00:17.100000000,1,19.80252,56.3885223113647,236.428943198285,41.9
1970-01-01 00:00:17.200000000,1,20.5259,56.1103368273063,236.428943198285,41.8
1970-01-01 00:00:17.300000000,1,23.60026,56.2394895761823,236.428943198285,41.7
1970-01-01 00:00:17.400000000,1,24.77575,56.4083888652479,236.428943198285,41.6
1970-01-01 00:00:17.500000000,1,23.60026,56.3686557574814,236.428943198285,41.5
1970-01-01 00:00:17.600000000,1,23.41941,56.289162677102,236.428943198285,41.4
1970-01-01 00:00:17.700000000,1,22.87688,56.5276150533938,236.428943198285,41.3
1970-01-01 00:00:17.800000000,1,23.60026,56.219623022299,236.428943198285,41.2
1970-01-01 00:00:17.900000000,1,23.60026,56.0904568409999,236.428943198285,41.1
1970-01-01 00:00:18.000000000,1,23.60026,56.1401433743428,236.428943198285,41.0
1970-01-01 00:00:18.100000000,1,21.70139,56.0805302802699,236.428943198285,40.9
1970-01-01 00:00:18.200000000,1,21.70139,56.3885223113647,236.428943198285,40.8
1970-01-01 00:00:18.300000000,1,28.5735,56.5077484995106,236.428943198285,40.7
1970-01-01 00:00:18.400000000,1,26.76505,56.4282554191312,236.428943198285,40.6
1970-01-01 00:00:18.500000000,1,21.70139,56.0805302802699,236.428943198285,40.5
1970-01-01 00:00:18.600000000,1,21.70139,56.1699364889561,236.428943198285,40.4
1970-01-01 00:00:18.700000000,1,26.13209,56.2096830291458,236.428943198285,40.3
1970-01-01 00:00:18.800000000,1,19.80252,56.4878819456273,236.428943198285,40.2
1970-01-01 00:00:18.900000000,1,26.13209,56.4978085063574,236.428943198285,40.1
1970-01-01 00:00:19.000000000,1,26.13209,56.2593561300655,236.428943198285,40.0
1970-01-01 00:00:19.100000000,1,26.13209,56.4978085063574,236.428943198285,39.9
1970-01-01 00:00:19.200000000,1,26.13209,56.4282554191312,236.428943198285,39.8
1970-01-01 00:00:19.300000000,1,26.13209,56.2394895761823,236.428943198285,39.7
1970-01-01 00:00:19.400000000,1,26.76505,56.289162677102,236.428943198285,39.6
1970-01-01 00:00:19.500000000,1,29.83941,56.1500699350728,236.428943198285,39.5
1970-01-01 00:00:19.600000000,1,29.11603,56.3984488720947,236.428943198285,39.4
1970-01-01 00:00:19.700000000,1,28.84476,56.6170346945033,236.428943198285,39.3
1970-01-01 00:00:19.800000000,1,29.83941,56.2593561300655,236.428943198285,39.2
1970-01-01 00:00:19.900000000,1,31.73828,56.4878819456273,236.428943198285,39.1
1970-01-01 00:00:20.000000000,1,31.73828,56.2593561300655,236.428943198285,39.0
1970-01-01 00:00:20.100000000,1,31.37659,56.3189692241385,236.428943198285,38.9
1970-01-01 00:00:20.200000000,1,29.92983,56.4878819456273,236.428943198285,38.8
1970-01-01 00:00:20.300000000,1,26.67463,55.9314975450875,236.428943198285,38.7
1970-01-01 00:00:20.400000000,1,29.92983,55.8122713569416,236.428943198285,38.6
1970-01-01 00:00:20.500000000,1,26.5842,55.7129117226789,236.428943198285,38.5
1970-01-01 00:00:20.600000000,1,26.04167,56.1103368273063,236.428943198285,38.4
1970-01-01 00:00:20.700000000,1,27.94054,56.1302033811896,236.428943198285,38.3
1970-01-01 00:00:20.800000000,1,26.76505,55.9911106391604,236.428943198285,38.2
1970-01-01 00:00:20.900000000,1,26.76505,56.1202633880364,236.428943198285,38.1
1970-01-01 00:00:21.000000000,1,29.92983,56.3388492104449,236.428943198285,38.0
1970-01-01 00:00:21.100000000,1,31.73828,56.3289092172917,236.428943198285,37.9
1970-01-01 00:00:21.200000000,1,33.0042,56.3587157643282,236.428943198285,37.8
1970-01-01 00:00:21.300000000,1,34.90307,55.8122713569416,236.428943198285,37.7
1970-01-01 00:00:21.400000000,1,36.80194,56.3090426634085,236.428943198285,37.6
1970-01-01 00:00:21.500000000,1,34.90307,56.4381954122844,236.428943198285,37.5
1970-01-01 00:00:21.600000000,1,36.16898,56.3984488720947,236.428943198285,37.4
1970-01-01 00:00:21.700000000,1,36.16898,55.9314975450875,236.428943198285,37.3
1970-01-01 00:00:21.800000000,1,31.10532,56.0308437469269,236.428943198285,37.2
1970-01-01 00:00:21.900000000,1,31.19575,56.1401433743428,236.428943198285,37.1
1970-01-01 00:00:22.000000000,1,29.92983,56.2394895761823,236.428943198285,37.0
1970-01-01 00:00:22.100000000,1,35.17434,56.219623022299,236.428943198285,36.9
1970-01-01 00:00:22.200000000,1,38.15828,55.7526582628686,236.428943198285,36.8
1970-01-01 00:00:22.300000000,1,33.63715,56.1798764821093,236.428943198285,36.7
1970-01-01 00:00:22.400000000,1,31.8287,56.0904568409999,236.428943198285,36.6
1970-01-01 00:00:22.500000000,1,34.81264,55.8917510048978,236.428943198285,36.5
1970-01-01 00:00:22.600000000,1,36.44025,56.1898164752626,236.428943198285,36.4
1970-01-01 00:00:22.700000000,1,34.90307,56.1699364889561,236.428943198285,36.3
1970-01-01 00:00:22.800000000,1,34.90307,56.0010371998905,236.428943198285,36.2
1970-01-01 00:00:22.900000000,1,36.16898,56.1202633880364,236.428943198285,36.1
1970-01-01 00:00:23.000000000,1,41.77517,56.4083888652479,236.428943198285,36.0
1970-01-01 00:00:23.100000000,1,46.83883,55.5042793258468,236.428943198285,35.9
1970-01-01 00:00:23.200000000,1,43.67405,56.1202633880364,236.428943198285,35.8
1970-01-01 00:00:23.300000000,1,43.04109,55.8321379108248,236.428943198285,35.7
1970-01-01 00:00:23.400000000,1,43.04109,56.279236116372,236.428943198285,35.6
1970-01-01 00:00:23.500000000,1,43.04109,56.2692961232188,236.428943198285,35.5
1970-01-01 00:00:23.600000000,1,43.04109,55.9513640989707,236.428943198285,35.4
1970-01-01 00:00:23.700000000,1,46.83883,55.9613040921239,236.428943198285,35.3
1970-01-01 00:00:23.800000000,1,46.83883,55.8321379108248,236.428943198285,35.2
1970-01-01 00:00:23.900000000,1,51.81207,55.901690998051,236.428943198285,35.1
1970-01-01 00:00:24.000000000,1,46.83883,56.0507237332334,236.428943198285,35.0
1970-01-01 00:00:24.100000000,1,41.77517,55.9414241058175,236.428943198285,34.9
1970-01-01 00:00:24.200000000,1,43.67405,55.8222113500948,236.428943198285,34.8
1970-01-01 00:00:24.300000000,1,43.67405,55.9314975450875,236.428943198285,34.7
1970-01-01 00:00:24.400000000,1,46.83883,56.0606502939634,236.428943198285,34.6
1970-01-01 00:00:24.500000000,1,41.86559,55.9811706460072,236.428943198285,34.5
1970-01-01 00:00:24.600000000,1,38.70081,56.1401433743428,236.428943198285,34.4
1970-01-01 00:00:24.700000000,1,41.23264,56.0606502939634,236.428943198285,34.3
1970-01-01 00:00:24.800000000,1,39.96672,56.1898164752626,236.428943198285,34.2
1970-01-01 00:00:24.900000000,1,41.23264,56.348775771175,236.428943198285,34.1
1970-01-01 00:00:25.000000000,1,42.31771,56.3090426634085,236.428943198285,34.0
1970-01-01 00:00:25.100000000,1,43.13151,56.2394895761823,236.428943198285,33.9
1970-01-01 00:00:25.200000000,1,43.04109,56.3388492104449,236.428943198285,33.8
1970-01-01 00:00:25.300000000,1,46.20588,56.1103368273063,236.428943198285,33.7
1970-01-01 00:00:25.400000000,1,46.20588,56.1997430359926,236.428943198285,33.6
1970-01-01 00:00:25.500000000,1,46.83883,56.0109771930437,236.428943198285,33.5
1970-01-01 00:00:25.600000000,1,50.00362,56.0109771930437,236.428943198285,33.4
1970-01-01 00:00:25.700000000,1,53.07798,55.971230652854,236.428943198285,33.3
1970-01-01 00:00:25.800000000,1,50.00362,55.9116309912042,236.428943198285,33.2
1970-01-01 00:00:25.900000000,1,51.26953,56.3785823182115,236.428943198285,33.1
1970-01-01 00:00:26.000000000,1,51.90249,56.279236116372,236.428943198285,33.0
1970-01-01 00:00:26.100000000,1,51.90249,55.5440124336133,236.428943198285,32.9
1970-01-01 00:00:26.200000000,1,55.06727,55.9911106391604,236.428943198285,32.8
1970-01-01 00:00:26.300000000,1,56.87572,55.7924048030583,236.428943198285,32.7
1970-01-01 00:00:26.400000000,1,53.71094,55.6234920815695,236.428943198285,32.6
1970-01-01 00:00:26.500000000,1,58.77459,56.0407837400802,236.428943198285,32.5
1970-01-01 00:00:26.600000000,1,60.67347,56.0209171861969,236.428943198285,32.4
1970-01-01 00:00:26.700000000,1,60.67347,55.8023313637883,236.428943198285,32.3
1970-01-01 00:00:26.800000000,1,61.48727,56.1500699350728,236.428943198285,32.2
1970-01-01 00:00:26.900000000,1,61.84896,55.9513640989707,236.428943198285,32.1
1970-01-01 00:00:27.000000000,1,61.84896,55.9414241058175,236.428943198285,32.0
1970-01-01 00:00:27.100000000,1,63.74783,55.5738189806497,236.428943198285,31.9
1970-01-01 00:00:27.200000000,1,64.65205,55.464532785657,236.428943198285,31.8
1970-01-01 00:00:27.300000000,1,65.55628,56.1600099282261,236.428943198285,31.7
1970-01-01 00:00:27.400000000,1,66.91261,55.6533120610291,236.428943198285,31.6
1970-01-01 00:00:27.500000000,1,65.64671,55.6234920815695,236.428943198285,31.5
1970-01-01 00:00:27.600000000,1,65.64671,55.842077903978,236.428943198285,31.4
1970-01-01 00:00:27.700000000,1,63.11488,56.1798764821093,236.428943198285,31.3
1970-01-01 00:00:27.800000000,1,60.04051,56.1003968341531,236.428943198285,31.2
1970-01-01 00:00:27.900000000,1,65.01374,55.842077903978,236.428943198285,31.1
1970-01-01 00:00:28.000000000,1,65.64671,55.9911106391604,236.428943198285,31.0
1970-01-01 00:00:28.100000000,1,65.64671,56.1003968341531,236.428943198285,30.9
1970-01-01 00:00:28.200000000,1,68.72106,55.7725248167519,236.428943198285,30.8
1970-01-01 00:00:28.300000000,1,68.17853,55.8023313637883,236.428943198285,30.7
1970-01-01 00:00:28.400000000,1,70.71036,55.9215575519342,236.428943198285,30.6
1970-01-01 00:00:28.500000000,1,70.71036,56.1103368273063,236.428943198285,30.5
1970-01-01 00:00:28.600000000,1,70.61993,55.9414241058175,236.428943198285,30.4
1970-01-01 00:00:28.700000000,1,70.71036,55.4049196915841,236.428943198285,30.3
1970-01-01 00:00:28.800000000,1,68.81149,55.7427182697154,236.428943198285,30.2
1970-01-01 00:00:28.900000000,1,76.85909,56.2096830291458,236.428943198285,30.1
1970-01-01 00:00:29.000000000,1,81.92274,55.593685534533,236.428943198285,30.0
1970-01-01 00:00:29.100000000,1,78.21542,56.0308437469269,236.428943198285,29.9
1970-01-01 00:00:29.200000000,1,76.94951,56.1103368273063,236.428943198285,29.8
1970-01-01 00:00:29.300000000,1,77.85374,56.3885223113647,236.428943198285,29.7
1970-01-01 00:00:29.400000000,1,75.68359,55.8023313637883,236.428943198285,29.6
1970-01-01 00:00:29.500000000,1,78.21542,56.0904568409999,236.428943198285,29.5
1970-01-01 00:00:29.600000000,1,78.84837,55.7526582628686,236.428943198285,29.4
1970-01-01 00:00:29.700000000,1,80.20472,55.7327917089853,236.428943198285,29.3
1970-01-01 00:00:29.800000000,1,81.10894,56.0805302802699,236.428943198285,29.2
1970-01-01 00:00:29.900000000,1,81.92274,55.7725248167519,236.428943198285,29.1
1970-01-01 00:00:30.000000000,1,83.82161,55.6135655208394,236.428943198285,29.0
1970-01-01 00:00:30.100000000,1,83.82161,55.4247862454673,236.428943198285,28.9
1970-01-01 00:00:30.200000000,1,84.72585,55.9116309912042,236.428943198285,28.8
1970-01-01 00:00:30.300000000,1,83.82161,56.1798764821093,236.428943198285,28.7
1970-01-01 00:00:30.400000000,1,88.25231,56.1202633880364,236.428943198285,28.6
1970-01-01 00:00:30.500000000,1,86.9864,56.2295495830291,236.428943198285,28.5
1970-01-01 00:00:30.600000000,1,88.25231,55.6334320747227,236.428943198285,28.4
1970-01-01 00:00:30.700000000,1,88.25231,55.8619444578613,236.428943198285,28.3
1970-01-01 00:00:30.800000000,1,92.05006,55.6533120610291,236.428943198285,28.2
1970-01-01 00:00:30.900000000,1,90.15118,55.8917510048978,236.428943198285,28.1
1970-01-01 00:00:31.000000000,1,90.78414,55.842077903978,236.428943198285,28.0
1970-01-01 00:00:31.100000000,1,90.78414,55.9314975450875,236.428943198285,27.9
1970-01-01 00:00:31.200000000,1,93.31597,55.9513640989707,236.428943198285,27.8
1970-01-01 00:00:31.300000000,1,90.78414,55.9414241058175,236.428943198285,27.7
1970-01-01 00:00:31.400000000,1,90.15118,56.0109771930437,236.428943198285,27.6
1970-01-01 00:00:31.500000000,1,93.94892,56.2295495830291,236.428943198285,27.5
1970-01-01 00:00:31.600000000,1,102.8103,55.9215575519342,236.428943198285,27.4
1970-01-01 00:00:31.700000000,1,102.087,56.0209171861969,236.428943198285,27.3
1970-01-01 00:00:31.800000000,1,102.7199,55.7427182697154,236.428943198285,27.2
1970-01-01 00:00:31.900000000,1,102.087,55.901690998051,236.428943198285,27.1
1970-01-01 00:00:32.000000000,1,100.1881,56.3388492104449,236.428943198285,27.0
1970-01-01 00:00:32.100000000,1,102.087,56.3189692241385,236.428943198285,26.9
1970-01-01 00:00:32.200000000,1,103.4433,56.3289092172917,236.428943198285,26.8
1970-01-01 00:00:32.299999999,1,104.9805,56.3090426634085,236.428943198285,26.7
1970-01-01 00:00:32.400000000,1,107.1506,56.2295495830291,236.428943198285,26.6
1970-01-01 00:00:32.500000000,1,105.2517,55.9811706460072,236.428943198285,26.5
